عروض الاسعار تفصيلية 

"التحديد";"م";"العملية";"المدخل";"كود العرض";"التاريخ";"الوقت";"كود الصنف";"المخزن";"الصنف";"البيان";"الوحدة";"الكمية";"تم";"المطلوب";"السعر";"الاجمالى"
"colchkbox";"moslsl";"title";"fuser";"idno_s";"fshortdate";"ftime";"fcodeunit";"fstorfrom";"fname";"fdet";"funit";"fquntity";"fbouns";"fqtow";"fpr_s";"gtot"
"True";"";" ";"مدير الشركه مصطفي";"3";"03/01/2026 12:00:00 ص";"03/01/2026 12:50:44 م";;"محل 2";"اسبوت زجاجي 6+6 3لون فولت";"";"ك";"50.0000";"0.0000";"50.0000";"25.0000";"1250.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"3";"03/01/2026 12:00:00 ص";"03/01/2026 12:50:44 م";;"محل 2";"سلك 2 ملي شعر السويدي (H)";"";"متر ";"50.0000";"0.0000";"50.0000";"18.0000";"900.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"3";"03/01/2026 12:00:00 ص";"03/01/2026 12:50:44 م";;"محل 2";"سلك 1.5 ملي شعر السويدي (H)";"";"لفه ";"1.0000";"0.0000";"1.0000";"1100.0000";"1100.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"3";"03/01/2026 12:00:00 ص";"03/01/2026 12:50:44 م";;"محل 2";"شريط لحام 20 يارده (ك) انرجي";"";"ك";"2.0000";"0.0000";"2.0000";"25.0000";"50.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"3";"03/01/2026 12:00:00 ص";"03/01/2026 12:50:44 م";;"محل 2";"سلك سماعه ربع ملي (H)";"";"متر";"15.0000";"0.0000";"15.0000";"3.0000";"45.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"3";"03/01/2026 12:00:00 ص";"03/01/2026 12:50:44 م";;"محل 2";"خرطوم  سوسته 13مم وسط ابو العز";"";"لفه";"3.0000";"0.0000";"3.0000";"35.0000";"105.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"علبه ماجيك مفرد ابو العز";"";"قطعه";"10.0000";"0.0000";"10.0000";"4.5000";"45.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"خرطوم  سوسته 13مم كبير ابو العز";"";"لفه";"1.0000";"0.0000";"1.0000";"50.0000";"50.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"خرطوم  سوسته 16مم كبير ابو العز";"";"لفه";"1.0000";"0.0000";"1.0000";"52.0000";"52.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"خرطوم  سوسته 11مم وسط ابو العز";"";"لفه";"1.0000";"0.0000";"1.0000";"32.0000";"32.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"ليد بيت نور دابل وايرليس ورم جرين لايت";"";"متر ";"20.0000";"0.0000";"20.0000";"26.0000";"520.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"فيشه ليد بيت نور واير ليس دابل";"";"ك";"8.0000";"0.0000";"8.0000";"25.0000";"200.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"اسبوت 2021/1 ابيض*اسود هوم لايت بالدوايه";"";"ك";"24.0000";"0.0000";"24.0000";"23.0000";"552.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"لمبه كاثه 6 وات ابيض اناره ضمان 2 عام";"";"ك";"24.0000";"0.0000";"24.0000";"35.0000";"840.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"سلك 2 ملي شعر السويدي (H)";"";"لفه";"1.0000";"0.0000";"1.0000";"1400.0000";"1400.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"سلك 1.5 ملي شعر السويدي (H)";"";"لفه ";"1.0000";"0.0000";"1.0000";"1100.0000";"1100.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"سلك سماعه 0.5 ملي السمكه";"";"متر ";"50.0000";"0.0000";"50.0000";"10.0000";"500.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";"OR-1114";"محل 2";"لقمه بريزه (امريكي ) سانشي اورجينال";"";"ك";"10.0000";"0.0000";"10.0000";"18.0000";"180.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";"OR-1101";"محل 2";"لقمه مفتاح مفرد سانشي اورجينال";"";"ك";"4.0000";"0.0000";"4.0000";"18.0000";"72.0000000000000"
"True";"";" ";"محمد اسام";"4";"04/01/2026 12:00:00 ص";"04/01/2026 02:31:55 م";;"محل 2";"شريط لحام 20 يارده (ك) انرجي";"";"ك";"3.0000";"0.0000";"3.0000";"25.0000";"75.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"بروفايل 1.7 سم خارج وسط جديد";"";"ك";"34.0000";"0.0000";"34.0000";"75.0000";"2550.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"بكره ليد 240 ورم ستريب";"";"ك";"25.0000";"0.0000";"25.0000";"135.0000";"3375.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"باور سبلاي 12 فولت 400 وات 33.3 امبير المدهش ضمان 2 عام";"";"ك";"4.0000";"0.0000";"4.0000";"370.0000";"1480.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"باور سبلاي 12 فولت 200 وات 16.6 امبير المدهش ضمان 2 عام";"";"ك";"4.0000";"0.0000";"4.0000";"290.0000";"1160.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"كلبس توصيل ليد";"";"ك";"40.0000";"0.0000";"40.0000";"30.0000";"1200.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"كلبس توصيل ليد بسلك";"";"ك";"40.0000";"0.0000";"40.0000";"8.0000";"320.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"شريط لحام 20 يارده (ك) انرجي";"";"ك";"4.0000";"0.0000";"4.0000";"25.0000";"100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"علبه خارج الحائط هيرو";"";"ك";"15.0000";"0.0000";"15.0000";"25.0000";"375.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"اسبراي امير رش DZ";"";"ك";"4.0000";"0.0000";"4.0000";"100.0000";"400.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";"OR-1101";"محل 1";"لقمه مفتاح مفرد سانشي اورجينال";"";"ك";"15.0000";"0.0000";"15.0000";"22.0000";"330.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";"OR-1114";"محل 1";"لقمه بريزه (امريكي ) سانشي اورجينال";"";"ك";"15.0000";"0.0000";"15.0000";"23.0000";"345.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";"OR-3120";"محل 1";"شاسيه سانشي اورجينال";"";"ك";"15.0000";"0.0000";"15.0000";"15.0000";"225.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"وش الوان سانشي";"";"ك";"15.0000";"0.0000";"15.0000";"19.0000";"285.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";"SH1111";"محل 1";"سداده سانشي شرم";"";"ك";"15.0000";"0.0000";"15.0000";"6.0000";"90.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"سلك 2 ملي شعر السمكه";"";"لفه";"1.0000";"0.0000";"1.0000";"2250.0000";"2250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"29/01/2026 12:00:00 ص";"29/01/2026 06:06:00 م";;"محل 1";"سلك سماعه 1 ملي السمكه";"";"لفه ";"1.0000";"0.0000";"1.0000";"1650.0000";"1650.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"10";"03/02/2026 12:00:00 ص";"03/02/2026 01:53:56 م";;"محل 1";"شريط لحام 20 يارده (ك) انرجي";"";"ك";"10.0000";"0.0000";"10.0000";"20.0000";"200.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"10";"03/02/2026 12:00:00 ص";"03/02/2026 01:53:56 م";"OR-3120";"محل 1";"شاسيه سانشي اورجينال";"";"ك";"90.0000";"0.0000";"90.0000";"10.0000";"900.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"10";"03/02/2026 12:00:00 ص";"03/02/2026 01:53:56 م";"OR-1114";"محل 1";"لقمه بريزه (امريكي ) سانشي اورجينال";"";"ك";"60.0000";"0.0000";"60.0000";"18.0000";"1080.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"10";"03/02/2026 12:00:00 ص";"03/02/2026 01:53:56 م";"OR-1101";"محل 1";"لقمه مفتاح مفرد سانشي اورجينال";"";"ك";"60.0000";"0.0000";"60.0000";"18.0000";"1080.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"10";"03/02/2026 12:00:00 ص";"03/02/2026 01:53:56 م";"SH1111";"محل 1";"سداده سانشي شرم";"";"ك";"100.0000";"0.0000";"100.0000";"5.0000";"500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"10";"03/02/2026 12:00:00 ص";"03/02/2026 01:53:56 م";;"محل 1";"وش  بالإطار  سانشي  ";"";"ك";"80.0000";"0.0000";"80.0000";"13.0000";"1040.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"10";"03/02/2026 12:00:00 ص";"03/02/2026 01:53:56 م";;"محل 1";"قاطع اتوماتيك 3*40 امبير اورجينال .";"";"ك";"3.0000";"0.0000";"3.0000";"350.0000";"1050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"10";"03/02/2026 12:00:00 ص";"03/02/2026 01:53:56 م";;"محل 1";"اسبراي امير رش DZ";"";"ك";"5.0000";"0.0000";"5.0000";"85.0000";"425.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"11";"07/02/2026 12:00:00 ص";"07/02/2026 05:28:45 م";;"محل 1";"جرس عصفور خارج هيرو";"";"ك";"1.0000";"0.0000";"1.0000";"55.0000";"55.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"11";"07/02/2026 12:00:00 ص";"07/02/2026 05:28:45 م";;"محل 1";"لمبه ليد 5 وات ابيض  فورلايت";"";"ك";"2.0000";"0.0000";"2.0000";"22.0000";"44.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"11";"07/02/2026 12:00:00 ص";"07/02/2026 05:28:45 م";;"محل 1";"علبه خارج الحائط هيرو";"";"ك";"1.0000";"0.0000";"1.0000";"20.0000";"20.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"11";"07/02/2026 12:00:00 ص";"07/02/2026 05:28:45 م";;"محل 1";"عود دكت 1.5*1.5 سم";"";"ك";"1.0000";"0.0000";"1.0000";"15.0000";"15.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"11";"07/02/2026 12:00:00 ص";"07/02/2026 05:28:45 م";;"محل 1";"سلك مجدول 2*1 مم السمكه";"";"متر";"10.0000";"0.0000";"10.0000";"16.0000";"160.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"اسبوت مانع توهج مدور ابيض سيلفيا";"";"ك";"60.0000";"0.0000";"60.0000";"23.5000";"1410.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لمبه كاثه 5 وات ورم ويل ماكس ضمان 4 عام";"";"ك";"60.0000";"0.0000";"60.0000";"55.0000";"3300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"شاسيه معدن كيون";"";"ك";"85.0000";"0.0000";"85.0000";"24.0000";"2040.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه مفتاح مفرد ابيض كيون";"";"ك";"54.0000";"0.0000";"54.0000";"33.0000";"1782.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"ليد بيت نور واير ليس ورم (20سم) جرين لايت";"";"لفه";"50.0000";"0.0000";"50.0000";"27.0000";"1350.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"ليد بيت نور RGB (تريبل) جرين لايت";"";"لفه";"20.0000";"0.0000";"20.0000";"50.0000";"1000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"فيشة ليد بيت نور RGB";"";"ك";"4.0000";"0.0000";"4.0000";"35.0000";"140.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"فيشه نتايه كاوتش بونو";"";"ك";"10.0000";"0.0000";"10.0000";"10.0000";"100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"سلك 3 ملي شعر السمكه";"";"لفه";"2.0000";"0.0000";"2.0000";"2380.0000";"4760.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه مفتاح ديفاتير (3طرف سلم) ابيض كيون";"";"ك";"12.0000";"0.0000";"12.0000";"58.0000";"696.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه مفتاح ديجاتوري (وسط سلم) ابيض كيون";"";"ك";"2.0000";"0.0000";"2.0000";"110.5000";"221.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه مفتاح سخان 2 فاز 20 امبير ابيض كيون";"";"ك";"3.0000";"0.0000";"3.0000";"169.0000";"507.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه كشاف طوارئ كيون";"";"ك";"6.0000";"0.0000";"6.0000";"360.0000";"2160.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه بريزه ام كي ابيض كيون";"";"ك";"6.0000";"0.0000";"6.0000";"99.0000";"594.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه بريزه شوكو (مجوفه) ابيض كيون";"";"ك";"6.0000";"0.0000";"6.0000";"105.0000";"630.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه بريزه Usb+T.c ابيض كيون";"";"ك";"3.0000";"0.0000";"3.0000";"466.0000";"1398.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه بريزه امريكي ابيض كيون";"";"ك";"60.0000";"0.0000";"60.0000";"33.0000";"1980.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه بريزه ستالايت (دش) ابيض كيون";"";"ك";"3.0000";"0.0000";"3.0000";"43.0000";"129.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"جرس دينج دونج خارج اليوس";"";"ك";"1.0000";"0.0000";"1.0000";"220.0000";"220.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"لقمه زر جرس عريض ابيض كيون";"";"ك";"1.0000";"0.0000";"1.0000";"101.0000";"101.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"جهاز حمايه بشاشه ديجيتال 63 امبير انرجي";"";"ك";"1.0000";"0.0000";"1.0000";"600.0000";"600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"ايرث ليكدج 2 فاز انيرجي";"";"ك";"1.0000";"0.0000";"1.0000";"650.0000";"650.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"باور سبلاي 12 فولت 200 وات 16.6 امبير المصري ضمان 3 عام";"";"ك";"1.0000";"0.0000";"1.0000";"350.0000";"350.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"فيشه ليد بيت نور واير ليس دابل";"";"ك";"10.0000";"0.0000";"10.0000";"25.0000";"250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"مسمار سن صاج مقاسات";"";"ك";"1.0000";"0.0000";"1.0000";"125.0000";"125.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"كشاف بانل 18 وات داخل 3 لون جرين لايت";"";"ك";"2.0000";"0.0000";"2.0000";"150.0000";"300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"كشاف 36 وات خارج ابيض فوكسي";"";"ك";"1.0000";"0.0000";"1.0000";"300.0000";"300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"باور سبلاي ماجنتك 48فولت 200 وات جرين لايت";"";"ك";"7.0000";"0.0000";"7.0000";"450.0000";"3150.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"Ampiflier ساوند سيستم 7*7 سم";"";"ك";"1.0000";"0.0000";"1.0000";"1450.0000";"1450.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"13";"09/02/2026 12:00:00 ص";"09/02/2026 11:25:34 م";;"محل 1";"سماعه سقف 7 سم";"";"ك";"4.0000";"0.0000";"4.0000";"250.0000";"1000.0000000000000"
"True";"";" ";"محمد اسام";"14";"18/02/2026 12:00:00 ص";"18/02/2026 05:08:45 م";;"محل 2";"اسبوت 6022 دهبي*دهبي هوم لايت بالدوايه";"";"ك";"29.0000";"0.0000";"29.0000";"35.0000";"1015.0000000000000"
"True";"";" ";"محمد اسام";"14";"18/02/2026 12:00:00 ص";"18/02/2026 05:08:45 م";;"محل 2";"لمبه كاثه 6 وات ابيض اناره ضمان 2 عام";"";"ك";"18.0000";"0.0000";"18.0000";"35.0000";"630.0000000000000"
"True";"";" ";"محمد اسام";"14";"18/02/2026 12:00:00 ص";"18/02/2026 05:08:45 م";;"محل 2";"كشاف 36 وات داخل ابيض جرين لايت";"";"ك";"4.0000";"0.0000";"4.0000";"180.0000";"720.0000000000000"
"True";"";" ";"محمد اسام";"14";"18/02/2026 12:00:00 ص";"18/02/2026 05:08:45 م";;"محل 2";"شريط لحام 20 يارده (ك) انرجي";"";"ك";"3.0000";"0.0000";"3.0000";"25.0000";"75.0000000000000"
"True";"";" ";"محمد اسام";"14";"18/02/2026 12:00:00 ص";"18/02/2026 05:08:45 م";;"محل 2";"كشاف 48 وات خارج ابيض حجازي";"";"ك";"2.0000";"0.0000";"2.0000";"250.0000";"500.0000000000000"
"True";"";" ";"محمد اسام";"14";"18/02/2026 12:00:00 ص";"18/02/2026 05:08:45 م";;"محل 2";"كشاف 24 وات خارج ابيض فوكسي";"";"قطعه";"1.0000";"0.0000";"1.0000";"180.0000";"180.0000000000000"
"True";"";" ";"محمد اسام";"14";"18/02/2026 12:00:00 ص";"18/02/2026 05:08:45 م";;"محل 2";"وش بيضاوي (مفرد-ثنائي -ثلاثي فتحه)";"";"ك";"35.0000";"0.0000";"35.0000";"10.0000";"350.0000000000000"
"True";"";" ";"محمد اسام";"14";"18/02/2026 12:00:00 ص";"18/02/2026 05:08:45 م";;"محل 2";"لقمه بريزه بولو";"";"ك";"12.0000";"0.0000";"12.0000";"20.0000";"240.0000000000000"
"True";"";" ";"محمد اسام";"14";"18/02/2026 12:00:00 ص";"18/02/2026 05:08:45 م";;"محل 2";"لقمه مفتاح مفرد بولو";"";"ك";"5.0000";"0.0000";"5.0000";"20.0000";"100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"15";"19/02/2026 12:00:00 ص";"19/02/2026 01:17:14 م";;"محل 1";"سلك 10 ملي شعر السمكه";"";"متر";"50.0000";"0.0000";"50.0000";"75.0000";"3750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"15";"19/02/2026 12:00:00 ص";"19/02/2026 01:17:14 م";;"محل 1";"سلك 4 ملي شعر السمكه";"";"لفه";"3.0000";"0.0000";"3.0000";"3500.0000";"10500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"15";"19/02/2026 12:00:00 ص";"19/02/2026 01:17:14 م";;"محل 1";"سلك 3 ملي شعر السمكه";"";"لفه";"1.0000";"0.0000";"1.0000";"2250.0000";"2250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"15";"19/02/2026 12:00:00 ص";"19/02/2026 01:17:14 م";;"محل 1";"سلك 2 ملي شعر السمكه";"";"لفه";"2.0000";"0.0000";"2.0000";"1800.0000";"3600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"15";"19/02/2026 12:00:00 ص";"19/02/2026 01:17:14 م";;"محل 1";"سلك 1.5 ملي شعر السمكه";"";"لفه ";"3.0000";"0.0000";"3.0000";"1150.0000";"3450.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";;"محل 2";"كشاف 36 وات خارج ابيض جرين لايت";"";"ك";"6.0000";"0.0000";"6.0000";"175.0000";"1050.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";;"محل 2";"كشاف 48 وات خارج ابيض حجازي";"1";"ك";"1.0000";"0.0000";"1.0000";"230.0000";"230.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";;"محل 2";"كشاف 26 وات خارج ابيض ATTA";"";"ك";"4.0000";"0.0000";"4.0000";"130.0000";"520.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";;"محل 2";"جرس بيانو خارج هيرو";"";"ك";"1.0000";"0.0000";"1.0000";"95.0000";"95.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";"OR-3120";"محل 2";"شاسيه سانشي اورجينال";"";"ك";"39.0000";"0.0000";"39.0000";"10.0000";"390.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";;"محل 2";"وش الوان سانشي";"";"ك";"39.0000";"0.0000";"39.0000";"11.0000";"429.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";"OR-1101";"محل 2";"لقمه مفتاح مفرد سانشي اورجينال";"";"ك";"27.0000";"0.0000";"27.0000";"18.0000";"486.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";"OR-1114";"محل 2";"لقمه بريزه (امريكي ) سانشي اورجينال";"";"ك";"40.0000";"0.0000";"40.0000";"18.0000";"720.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";;"محل 2";"لقمه مفتاح سخان عريض (20A) سانشي الدوليه";"";"ك";"1.0000";"0.0000";"1.0000";"115.0000";"115.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";;"محل 2";"لقمه زر جرس باللمبه سانشي الدوليه";"";"ك";"1.0000";"0.0000";"1.0000";"35.0000";"35.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";"SH1111";"محل 2";"سداده سانشي شرم";"";"ك";"80.0000";"0.0000";"80.0000";"4.5000";"360.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";;"محل 2";"لقمه بريزه تليفون سانشي اورجينال";"";"ك";"2.0000";"0.0000";"2.0000";"34.0000";"68.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";;"محل 2";"سلك دش نحاس انرجي";"";"متر";"50.0000";"0.0000";"50.0000";"8.0000";"400.0000000000000"
"True";"";" ";"محمد اسام";"16";"21/02/2026 12:00:00 ص";"21/02/2026 04:37:05 م";;"محل 2";"لقمه مفتاح باللمبه (ماتور) سانشي اورجينال";"";"ك";"4.0000";"0.0000";"4.0000";"35.0000";"140.0000000000000"
"True";"";" ";"يوسف محمود";"17";"21/02/2026 12:00:00 ص";"21/02/2026 06:00:38 م";;"محل 1";"كشاف 36 وات داخل ابيض Z ضمان 30 شهر";"";"ك";"9.0000";"0.0000";"9.0000";"240.0000";"2160.0000000000000"
"True";"";" ";"يوسف محمود";"17";"21/02/2026 12:00:00 ص";"21/02/2026 06:00:38 م";;"محل 1";"لمبه كاثه 5 وات 3 لون ويل ماكس ضمان 4 سنوات";"";"ك";"137.0000";"0.0000";"137.0000";"55.0000";"7535.0000000000000"
