التحويلات بين المخازن تفصيلية 

"التحديد";"م";"العملية";"المدخل";"كود التحويل";"التاريخ";"الوقت";"كود الصنف";"من مخزن";"الى المخزن";"الصنف";"الوحدة";"الكمية";"السعر";"الاجمالى"
"colchkbox";"moslsl";"title";"fuser";"idno_s";"fshortdate";"ftime";"fcodeunit";"fstorfrom";"fstorto";"fname";"funit";"fquntity";"fpr_s";"gtot"
"True";"";" ";"مدير الشركه مصطفي";"111";"04/03/2026 12:00:00 ص";"04/03/2026 10:36:50 م";;"المخزن ";"محل 1";"باور سبلاي 12 فولت 100 وات 8.3 امبير ALMASA";"ك";"10.0000";"125.0000";"1250.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"111";"04/03/2026 12:00:00 ص";"04/03/2026 10:36:50 م";;"المخزن ";"محل 1";"باور سبلاي 12 فولت 60 وات 5 امبير ALMASA";"ك";"10.0000";"100.0000";"1000.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"112";"05/03/2026 12:00:00 ص";"05/03/2026 12:00:52 ص";;"المخزن ";"محل 2";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"35.0000";"90.0000";"3150.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"113";"05/03/2026 12:00:00 ص";"05/03/2026 12:37:29 ص";;"المخزن ";"محل 1";"اب داون 2248/2 دهبي هوم لايت";"ك";"1.0000";"100.0000";"100.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"114";"05/03/2026 12:00:00 ص";"05/03/2026 01:09:37 ص";;"المخزن ";"محل 1";"اسبوت مانع توهج مدور ابيض سيلفيا";"ك";"12.0000";"12.5000";"150.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"سلك سماعه ربع ملي (R.S)";"لفه";"20.0000";"95.0000";"1900.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1 حركه) سلك 3 م kr";"ك";"50.0000";"105.0000";"5250.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"مفتاح كمثرى ابيض على كارت R.S";"ك";"60.0000";"7.5000";"450.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"محول سوبر سليم 12 فولت 60 وات 5امبير هوم لايت";"ك";"50.0000";"115.0000";"5750.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"شمع حراري";"كيس ";"8.0000";"118.8000";"950.4000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";"kle-22";"المخزن ";"محل 1";"اب داون 2 وات اسود معدن المدهش";"ك";"25.0000";"58.0000";"1450.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"دايره ريموت 2 خط بلاستيك هوم لايت";"ك";"30.0000";"90.0000";"2700.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"دايره ريموت 1 خط بلاستيك هوم لايت";"ك";"25.0000";"85.0000";"2125.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل وسط جديد";"ك";"50.0000";"62.0000";"3100.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"شاحن 12 فولت 1 امبير الماسه";"ك";"50.0000";"26.5000";"1325.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"غطاء بواط 10*15 ابو العز";"قطعه";"150.0000";"3.2500";"487.5000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"غطاء بواط 10*10 ابو العز";"قطعه ";"200.0000";"2.7500";"550.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"عود دكت 1.5*1.5 سم";"ك";"1.0000";"11.0000";"11.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"115";"05/03/2026 12:00:00 ص";"05/03/2026 12:58:13 م";;"المخزن ";"محل 1";"سينسور ( 2ضلفه) 12 فولت (RS)";"ك";"15.0000";"170.0000";"2550.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"116";"05/03/2026 12:00:00 ص";"05/03/2026 01:40:18 م";;"محل 1";"محل 2";"بكره ليد 240 ورم ستريب";"ك";"10.0000";"95.0000";"950.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"117";"05/03/2026 12:00:00 ص";"05/03/2026 02:21:09 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل اسود وسط جديد";"ك";"6.0000";"70.0000";"420.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"117";"05/03/2026 12:00:00 ص";"05/03/2026 02:21:09 م";;"المخزن ";"محل 1";"ابليك (حرف L ) (A-37) اسود";"ك";"2.0000";"245.0000";"490.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"117";"05/03/2026 12:00:00 ص";"05/03/2026 02:21:09 م";;"المخزن ";"محل 1";"بروفايل 1.3 سم داخل هوم لايت";"ك";"2.0000";"100.0000";"200.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"118";"06/03/2026 12:00:00 ص";"06/03/2026 01:06:33 ص";;"المخزن ";"محل 1";"بروفايل 1.3 سم داخل هوم لايت";"ك";"2.0000";"100.0000";"200.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"118";"06/03/2026 12:00:00 ص";"06/03/2026 01:06:33 ص";;"المخزن ";"محل 1";"اب داون BD8055/2 (ميني) اسود جرين لايت";"ك";"50.0000";"60.0000";"3000.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"118";"06/03/2026 12:00:00 ص";"06/03/2026 01:06:33 ص";;"المخزن ";"محل 1";"لمبه 120 سم نيون جرين لايت";"ك";"25.0000";"40.6800";"1017.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"118";"06/03/2026 12:00:00 ص";"06/03/2026 01:06:33 ص";;"المخزن ";"محل 1";"عود دكت 1.5*1.5 سم";"ك";"1.0000";"11.0000";"11.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"118";"06/03/2026 12:00:00 ص";"06/03/2026 01:06:33 ص";;"المخزن ";"محل 1";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"37.0000";"21.5000";"795.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"119";"07/03/2026 12:00:00 ص";"07/03/2026 12:58:03 م";;"المخزن ";"محل 1";"اب داون 4 وات اسود بلاستيك تكه";"ك";"20.0000";"41.0090";"820.1800000000000"
"True";"";" ";"ابراهيم الضويني ";"119";"07/03/2026 12:00:00 ص";"07/03/2026 12:58:03 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"105.0000";"40.0000";"4200.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"120";"07/03/2026 12:00:00 ص";"07/03/2026 04:54:45 م";;"المخزن ";"محل 1";"ابليك 41 اسود R.S";"ك";"7.0000";"400.0000";"2800.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"120";"07/03/2026 12:00:00 ص";"07/03/2026 04:54:45 م";;"المخزن ";"محل 1";"ابليك (بيضاوي) (A-12) اسود";"ك";"2.0000";"230.0000";"460.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"121";"08/03/2026 12:00:00 ص";"08/03/2026 12:51:23 ص";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"10.0000";"205.0000";"2050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"121";"08/03/2026 12:00:00 ص";"08/03/2026 12:51:23 ص";;"المخزن ";"محل 1";"غطاء بواط 10*10 ابو العز";"قطعه ";"200.0000";"2.7500";"550.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"121";"08/03/2026 12:00:00 ص";"08/03/2026 12:51:23 ص";;"المخزن ";"محل 1";"مفتاح كمثرى ابيض على كارت R.S";"ك";"100.0000";"7.5000";"750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"121";"08/03/2026 12:00:00 ص";"08/03/2026 12:51:23 ص";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"10.0000";"205.0000";"2050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"124";"08/03/2026 12:00:00 ص";"08/03/2026 01:28:03 ص";;"محل 1";"المخزن ";"لمبه ليد 16 وات ابيض المصري ضمان 3 عام";"ك";"26.0000";"92.1827";"2396.7502000000000"
"True";"";" ";"ابراهيم الضويني ";"125";"08/03/2026 12:00:00 ص";"08/03/2026 02:01:40 م";;"المخزن ";"محل 2";"سلك دش نحاس انرجي";"لفه";"1.0000";"550.0000";"550.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"126";"08/03/2026 12:00:00 ص";"08/03/2026 04:27:02 م";;"المخزن ";"محل 1";"بكره ليد نيون";"لفه";"1.0000";"1080.0000";"1080.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"126";"08/03/2026 12:00:00 ص";"08/03/2026 04:27:02 م";;"المخزن ";"محل 1";"اب داون 2248/2 فضي (لامع/مط)";"ك";"1.0000";"140.0000";"140.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"127";"08/03/2026 12:00:00 ص";"08/03/2026 08:33:08 م";;"المخزن ";"محل 1";"بروفايل 1.3 سم داخل هوم لايت";"ك";"10.0000";"101.5000";"1015.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"128";"08/03/2026 12:00:00 ص";"08/03/2026 11:02:42 م";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"1.0000";"325.0000";"325.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"129";"09/03/2026 12:00:00 ص";"09/03/2026 01:42:30 ص";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"1.0000";"325.0000";"325.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"130";"10/03/2026 12:00:00 ص";"10/03/2026 04:28:54 م";;"المخزن ";"محل 1";"اب داون 2 وات اسود بلاستيك ledex";"ك";"50.0000";"25.0000";"1250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"130";"10/03/2026 12:00:00 ص";"10/03/2026 04:28:54 م";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"2.0000";"125.0000";"250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"130";"10/03/2026 12:00:00 ص";"10/03/2026 04:28:54 م";;"المخزن ";"محل 1";"فيشه دكر كاوتش بونو";"ك";"200.0000";"7.7000";"1540.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"130";"10/03/2026 12:00:00 ص";"10/03/2026 04:28:54 م";;"المخزن ";"محل 1";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"42.0000";"22.1190";"928.9980000000000"
"True";"";" ";"ابراهيم الضويني ";"130";"10/03/2026 12:00:00 ص";"10/03/2026 04:28:54 م";;"المخزن ";"محل 1";"ابليك 35 R.S";"ك";"2.0000";"360.0000";"720.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"130";"10/03/2026 12:00:00 ص";"10/03/2026 04:28:54 م";;"محل 2";"محل 1";"بروفايل 1.7 سم داخل وسط جديد";"ك";"13.0000";"61.0000";"793.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"131";"10/03/2026 12:00:00 ص";"10/03/2026 04:14:43 م";;"المخزن ";"محل 1";"سينسور حركه 220 فولت (R.S)";"ك";"100.0000";"95.0000";"9500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"131";"10/03/2026 12:00:00 ص";"10/03/2026 04:14:43 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"200.0000";"40.0000";"8000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"131";"10/03/2026 12:00:00 ص";"10/03/2026 04:14:43 م";;"المخزن ";"محل 1";"شريط لحام 20 يارده (ك) انرجي";"ك";"50.0000";"15.3000";"765.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"131";"10/03/2026 12:00:00 ص";"10/03/2026 04:14:43 م";;"المخزن ";"محل 1";"مفتاح كمثرى ابيض على كارت R.S";"ك";"100.0000";"7.5000";"750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"132";"10/03/2026 12:00:00 ص";"10/03/2026 04:54:38 م";;"المخزن ";"محل 1";"جاك نتايه ليد";"ك";"200.0000";"1.9000";"380.0000000000000"
"True";"";" ";"يوسف محمود";"133";"10/03/2026 12:00:00 ص";"10/03/2026 10:41:51 م";;"المخزن ";"محل 1";"اب داون BD9102/4 (اسود*دهبي ) جرين لايت";"ك";"10.0000";"160.0000";"1600.0000000000000"
"True";"";" ";"يوسف محمود";"133";"10/03/2026 12:00:00 ص";"10/03/2026 10:41:51 م";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"2.0000";"325.0000";"650.0000000000000"
"True";"";" ";"يوسف محمود";"133";"10/03/2026 12:00:00 ص";"10/03/2026 10:41:51 م";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"4.0000";"125.0000";"500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"134";"11/03/2026 12:00:00 ص";"11/03/2026 02:39:32 م";;"المخزن ";"محل 1";"خرطوم  سوسته 11مم وسط ابو العز";"لفه";"6.0000";"26.1000";"156.6000000000000"
"True";"";" ";"ابراهيم الضويني ";"134";"11/03/2026 12:00:00 ص";"11/03/2026 02:39:32 م";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"4.0000";"125.0000";"500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"134";"11/03/2026 12:00:00 ص";"11/03/2026 02:39:32 م";;"المخزن ";"محل 1";"بروفايل 1.3 سم خارج هوم لايت";"ك";"3.0000";"100.0000";"300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"134";"11/03/2026 12:00:00 ص";"11/03/2026 02:39:32 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"11.0000";"205.0000";"2255.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"134";"11/03/2026 12:00:00 ص";"11/03/2026 02:39:32 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"5.0000";"205.0000";"1025.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"134";"11/03/2026 12:00:00 ص";"11/03/2026 02:39:32 م";;"المخزن ";"محل 1";"شمع حراري";"شمعه";"70.0000";"3.6000";"252.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"135";"11/03/2026 12:00:00 ص";"11/03/2026 09:32:25 م";;"المخزن ";"محل 1";"بروفايل 1.3 سم خارج هوم لايت";"ك";"3.0000";"100.0000";"300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"135";"11/03/2026 12:00:00 ص";"11/03/2026 09:32:25 م";;"المخزن ";"محل 1";"ابليك (مايك) اسود*دهبي كونسبت";"ك";"1.0000";"370.0000";"370.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"135";"11/03/2026 12:00:00 ص";"11/03/2026 09:32:25 م";;"محل 1";"المخزن ";"لمبه ليد 35 وات ابيض اناره ضمان 2 عام";"ك";"15.0000";"64.0000";"960.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"135";"11/03/2026 12:00:00 ص";"11/03/2026 09:32:25 م";;"محل 1";"المخزن ";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"18.0000";"68.0000";"1224.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"135";"11/03/2026 12:00:00 ص";"11/03/2026 09:32:25 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل اسود وسط جديد";"ك";"50.0000";"70.0000";"3500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"135";"11/03/2026 12:00:00 ص";"11/03/2026 09:32:25 م";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"2.0000";"325.0000";"650.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"135";"11/03/2026 12:00:00 ص";"11/03/2026 09:32:25 م";;"المخزن ";"محل 1";"لمبه ليد 10 وات ورم توبرازرز";"ك";"1.0000";"11.0000";"11.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"136";"12/03/2026 12:00:00 ص";"12/03/2026 12:08:00 ص";"6224010365476";"محل 1";"المخزن ";"لمبه ليد 10 وات ابيض المصري ضمان 3 عام";"ك";"61.0000";"31.2500";"1906.2500000000000"
"True";"";" ";"ابراهيم الضويني ";"136";"12/03/2026 12:00:00 ص";"12/03/2026 12:08:00 ص";;"محل 1";"محل 2";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"30.0000";"22.3000";"669.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"136";"12/03/2026 12:00:00 ص";"12/03/2026 12:08:00 ص";;"محل 1";"محل 2";"محول علبه 12 فولت 1.5 امبير هوم لايت";"ك";"40.0000";"22.0000";"880.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"137";"12/03/2026 12:00:00 ص";"12/03/2026 12:47:00 ص";"6224010365483";"محل 1";"المخزن ";"لمبه ليد 13 وات ابيض المصري ضمان 3 عام";"ك";"150.0000";"38.5000";"5775.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"137";"12/03/2026 12:00:00 ص";"12/03/2026 12:47:00 ص";"6224010365490";"محل 1";"المخزن ";"لمبه ليد 20 وات ابيض المصري ضمان 3 عام";"ك";"35.0000";"69.0000";"2415.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"137";"12/03/2026 12:00:00 ص";"12/03/2026 12:47:00 ص";;"محل 1";"المخزن ";"لمبه ليد 40 وات ابيض المصري ضمان 3 عام";"ك";"24.0000";"140.0000";"3360.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"137";"12/03/2026 12:00:00 ص";"12/03/2026 12:47:00 ص";;"المخزن ";"محل 1";"ابليك (113) (عصفوره) متحرك";"ك";"2.0000";"170.0000";"340.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"137";"12/03/2026 12:00:00 ص";"12/03/2026 12:47:00 ص";;"المخزن ";"محل 1";"ابليك (A-3) (فتحتين)";"ك";"2.0000";"290.0000";"580.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"137";"12/03/2026 12:00:00 ص";"12/03/2026 12:47:00 ص";;"المخزن ";"محل 1";"جاك دكر ليد";"ك";"300.0000";"1.9000";"570.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"137";"12/03/2026 12:00:00 ص";"12/03/2026 12:47:00 ص";;"المخزن ";"محل 1";"جاك نتايه ليد";"ك";"300.0000";"1.9000";"570.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم السمكه";"لفه";"1.0000";"667.5852";"667.5852000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"فيشه دكر كاوتش بونو";"ك";"100.0000";"7.7000";"770.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 9 وات ابيض جرين لايت ضمان عام";"ك";"25.0000";"18.0000";"450.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";"6224010365483";"المخزن ";"محل 1";"لمبه ليد 13 وات ابيض المصري ضمان 3 عام";"ك";"22.0000";"38.5000";"847.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";"6224010365476";"المخزن ";"محل 1";"لمبه ليد 10 وات ابيض المصري ضمان 3 عام";"ك";"18.0000";"31.2500";"562.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"اب داون 1106/6 لايت داي";"ك";"11.0000";"130.0000";"1430.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"جاك دكر ليد";"ك";"79.0000";"1.9000";"150.1000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"جاك نتايه ليد";"ك";"123.0000";"1.9000";"233.7000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"ابليك 32 اسودR.S";"ك";"2.0000";"270.0000";"540.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"سلك سماعه ربع ملي (R.S)";"لفه";"10.0000";"95.0000";"950.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"اب داون 2248/2 دهبي بلاستيك لايت داي";"ك";"10.0000";"40.0000";"400.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"اب داون BD8055/2 (ميني) اسود جرين لايت";"ك";"10.0000";"60.0000";"600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 10 وات ورم توبرازرز";"ك";"10.0000";"11.0000";"110.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 35 وات ابيض اناره ضمان 2 عام";"ك";"1.0000";"64.0000";"64.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 15 وات ابيض فوكسي ضمان 2عام";"ك";"1.0000";"45.0100";"45.0100000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 9 وات ابيض فوكسي ضمان 2 عام";"ك";"12.0000";"25.5100";"306.1200000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 40 وات ابيض ترند ضمان 2عام";"ك";"6.0000";"65.0000";"390.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 40 وات ابيض فوكسي ضمان 2عام";"ك";"8.0000";"115.0000";"920.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 30 وات ابيض ترند ضمان 2عام";"ك";"3.0000";"53.0000";"159.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 30 وات ابيض فوكسي ضمان 2 عام";"ك";"1.0000";"100.1000";"100.1000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 12 وات ابيض فئة ثانيه";"ك";"50.0000";"5.5000";"275.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"اب داون 4 وات اسود بلاستيك تكه";"ك";"30.0000";"41.0100";"1230.3000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 2";"جاك نتايه ليد";"ك";"700.0000";"1.9000";"1330.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 2";"بكره ليد 60 ورم (RS)";"ك";"50.0000";"37.0000";"1850.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"10.0000";"68.0000";"680.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"اسبوت بلاستيك 7+7 3 لون فولت";"ك";"20.0000";"15.0000";"300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"شمع حراري";"كيس ";"4.0000";"118.8000";"475.2000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"مفتاح كمثرى ابيض على كارت R.S";"ك";"100.0000";"7.5000";"750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1 حركه) سلك 3 م kr";"ك";"50.0000";"105.0000";"5250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"فيشه دكر كاوتش بونو";"ك";"200.0000";"7.7000";"1540.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"138";"12/03/2026 12:00:00 ص";"12/03/2026 10:48:26 م";;"المخزن ";"محل 1";"فيشه نتايه كاوتش بونو";"ك";"100.0000";"7.7000";"770.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"139";"13/03/2026 12:00:00 ص";"13/03/2026 01:25:24 ص";;"المخزن ";"محل 1";"غطاء بواط 10*10 ابو العز";"قطعه ";"200.0000";"2.7500";"550.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"139";"13/03/2026 12:00:00 ص";"13/03/2026 01:25:24 ص";;"محل 1";"محل 2";"لقمه مفتاح سخان عريض (20A) سانشي اورجينال";"ك";"1.0000";"66.9400";"66.9400000000000"
"True";"";" ";"ابراهيم الضويني ";"139";"13/03/2026 12:00:00 ص";"13/03/2026 01:25:24 ص";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"1.0000";"325.0000";"325.0000000000000"
