التحويلات بين المخازن تفصيلية 

"التحديد";"م";"العملية";"المدخل";"كود التحويل";"التاريخ";"الوقت";"كود الصنف";"من مخزن";"الى المخزن";"الصنف";"الوحدة";"الكمية";"السعر";"الاجمالى"
"colchkbox";"moslsl";"title";"fuser";"idno_s";"fshortdate";"ftime";"fcodeunit";"fstorfrom";"fstorto";"fname";"funit";"fquntity";"fpr_s";"gtot"
"True";"";" ";"ابراهيم الضويني ";"139";"13/03/2026 12:00:00 ص";"13/03/2026 01:25:24 ص";;"المخزن ";"محل 1";"ابليك 35 R.S";"ك";"2.0000";"360.0000";"720.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"140";"13/03/2026 12:00:00 ص";"13/03/2026 04:19:44 م";;"محل 1";"المخزن ";"كشاف 40 وات (داخل/خارج) ابيض انرجي";"ك";"48.0000";"255.0000";"12240.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"141";"13/03/2026 12:00:00 ص";"13/03/2026 11:19:22 م";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"2.0000";"325.0000";"650.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"142";"13/03/2026 12:00:00 ص";"13/03/2026 11:20:39 م";;"المخزن ";"محل 1";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"78.0000";"23.2179";"1810.9962000000000"
"True";"";" ";"ابراهيم الضويني ";"142";"13/03/2026 12:00:00 ص";"13/03/2026 11:20:39 م";;"المخزن ";"محل 1";"جاك دكر ليد";"ك";"100.0000";"1.9000";"190.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"142";"13/03/2026 12:00:00 ص";"13/03/2026 11:20:39 م";;"المخزن ";"محل 1";"جاك نتايه ليد";"ك";"100.0000";"1.9000";"190.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"143";"13/03/2026 12:00:00 ص";"13/03/2026 11:24:38 م";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"1.0000";"325.0000";"325.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"144";"14/03/2026 12:00:00 ص";"14/03/2026 02:46:13 م";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"3.0000";"325.0000";"975.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"144";"14/03/2026 12:00:00 ص";"14/03/2026 02:46:13 م";;"المخزن ";"محل 1";"ابليك (s) (112) نيون اسود";"ك";"2.0000";"320.0000";"640.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"145";"14/03/2026 12:00:00 ص";"14/03/2026 02:47:53 م";;"المخزن ";"محل 1";"اب داون 2248/2 ابيض بلاستيك لايت داي";"ك";"8.0000";"28.0000";"224.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"146";"14/03/2026 12:00:00 ص";"14/03/2026 03:16:16 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"9.0000";"205.0000";"1845.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"146";"14/03/2026 12:00:00 ص";"14/03/2026 03:16:16 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"10.0000";"205.0000";"2050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"146";"14/03/2026 12:00:00 ص";"14/03/2026 03:16:16 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم خارج وسط جديد";"ك";"50.0000";"63.3000";"3165.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"146";"14/03/2026 12:00:00 ص";"14/03/2026 03:16:16 م";;"المخزن ";"محل 1";"اب داون 107/2 اسود (بلاستيك ) لايت داي";"ك";"1.0000";"90.0000";"90.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"146";"14/03/2026 12:00:00 ص";"14/03/2026 03:16:16 م";;"المخزن ";"محل 1";"ابليك (موسيقى) (a-32) اسود";"ك";"2.0000";"290.0000";"580.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"147";"14/03/2026 12:00:00 ص";"14/03/2026 03:37:27 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"20.0000";"40.0000";"800.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"148";"14/03/2026 12:00:00 ص";"14/03/2026 04:06:52 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"25.0000";"40.0000";"1000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"148";"14/03/2026 12:00:00 ص";"14/03/2026 04:06:52 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم (RS)";"ك";"60.0000";"37.0000";"2220.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"149";"14/03/2026 12:00:00 ص";"14/03/2026 09:05:41 م";;"المخزن ";"محل 1";"بروفايل 1.3 سم خارج هوم لايت";"ك";"3.0000";"100.0000";"300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"149";"14/03/2026 12:00:00 ص";"14/03/2026 09:05:41 م";;"المخزن ";"محل 1";"اسبراي امير رش DZ";"ك";"15.0000";"68.2013";"1023.0195000000000"
"True";"";" ";"ابراهيم الضويني ";"149";"14/03/2026 12:00:00 ص";"14/03/2026 09:05:41 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل وسط جديد";"ك";"50.0000";"63.5000";"3175.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"بكره ليد 120 ورم R.S";"ك";"2.0000";"62.5000";"125.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"اب داون (فرعوني ) اسود*دهبي بلاستيك (H)";"ك";"8.0000";"93.0000";"744.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"اب داون 2235/15 اسود*دهبي (فرعوني ) بلاستيك(RS)";"ك";"12.0000";"95.0000";"1140.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"بروفايل 1.3 سم خارج هوم لايت";"ك";"2.0000";"100.0000";"200.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"ابليك (قاعدتين) بالكورة الزجاجيه اسود";"ك";"2.0000";"320.0000";"640.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"محول سوبر سليم 12 فولت 60 وات 5امبير هوم لايت";"ك";"30.0000";"115.0000";"3450.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"اب داون (فرعوني ) ابيض * دهبي بلاستيك (H)";"ك";"10.0000";"93.0000";"930.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"بكره ليد 120 ورم R.S";"ك";"50.0000";"62.5000";"3125.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"بكرة ليد 240 3تكه النجار";"ك";"10.0000";"240.0000";"2400.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"سلك سماعه ربع ملي (R.S)";"لفه";"20.0000";"97.5000";"1950.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"محل 1";"المخزن ";"سلك سماعه ربع ملي (R.S)";"لفه";"10.0000";"100.0000";"1000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"4.0000";"125.0000";"500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"اب داون 2235/15 اسود*اسود (فرعوني ) بلاستيك (RS)";"ك";"10.0000";"95.0000";"950.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"ابليك s043 اسود(سوسته) هوم لايت";"ك";"3.0000";"279.0000";"837.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"بروفايل 1.7 سم خارج وسط جديد";"ك";"50.0000";"63.5000";"3175.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل وسط جديد";"ك";"50.0000";"63.5000";"3175.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"ابليك 32 اسودR.S";"ك";"6.0000";"270.0000";"1620.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"6.0000";"325.0000";"1950.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"ابليك (بيضاوي) (A-12) اسود";"ك";"1.0000";"245.0000";"245.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"3.0000";"205.0000";"615.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"5.0000";"205.0000";"1025.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"سلك ترمو 2مم السمكه";"لفه";"2.0000";"2350.0000";"4700.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"150";"16/03/2026 12:00:00 ص";"16/03/2026 12:42:21 ص";;"المخزن ";"محل 1";"جاك نتايه ليد";"ك";"300.0000";"1.9000";"570.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"ابليك s043 اسود(سوسته) هوم لايت";"ك";"2.0000";"280.0000";"560.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"اب داون 107/2 اسود (بلاستيك ) لايت داي";"ك";"9.0000";"90.0000";"810.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"2.0000";"125.0000";"250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"مسطره ليد 12 فولت بالمحول(120/متر) ورم R.S";"ك";"38.0000";"35.0000";"1330.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"شاحن 12 فولت 1 امبير الماسه";"ك";"50.0000";"26.5000";"1325.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"ابليك (بيضاوي) (A-12) اسود";"ك";"2.0000";"245.0000";"490.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"8.0000";"325.0000";"2600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"ابليك (قاعدتين) بالكورة الزجاجيه اسود";"ك";"2.0000";"320.0000";"640.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"15.0000";"204.4521";"3066.7815000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"محول علبه 12 فولت 1.5 امبير هوم لايت";"ك";"250.0000";"22.0000";"5500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"محول علبه 12 فولت 2 امبير هوم لايت";"ك";"250.0000";"32.0000";"8000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"سينسور حركه 220 فولت (R.S)";"ك";"100.0000";"95.0000";"9500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"اسبوت بلاستيك 7+7 3 لون فولت";"ك";"30.0000";"15.0000";"450.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1 حركه) سلك 3 م kr";"ك";"48.0000";"105.0000";"5040.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"دايره ريموت 1 خط بلاستيك هوم لايت";"ك";"20.0000";"85.0000";"1700.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"دايره ريموت 2 خط بلاستيك هوم لايت";"ك";"20.0000";"90.0000";"1800.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"155.0000";"40.0000";"6200.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل وسط جديد";"ك";"50.0000";"63.5000";"3175.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"بروفايل 1.7 سم خارج وسط جديد";"ك";"50.0000";"63.5000";"3175.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"محول سوبر سليم 12 فولت 60 وات 5امبير هوم لايت";"ك";"20.0000";"115.0000";"2300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"فيشه دكر كاوتش بونو";"ك";"200.0000";"7.7000";"1540.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"دايره ريموت 3 خط بلاستيك Gunsa";"ك";"10.0000";"95.0000";"950.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"151";"17/03/2026 12:00:00 ص";"17/03/2026 02:13:31 ص";;"المخزن ";"محل 1";"مفتاح كمثرى R.S";"ك";"96.0000";"9.0000";"864.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"152";"17/03/2026 12:00:00 ص";"17/03/2026 09:28:52 م";;"محل 1";"محل 2";"محول علبه 12 فولت 1.5 امبير هوم لايت";"ك";"50.0000";"22.0000";"1100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"153";"17/03/2026 12:00:00 ص";"17/03/2026 09:43:02 م";;"محل 1";"المخزن ";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"254.0000";"88.5039";"22479.9906000000000"
"True";"";" ";"ابراهيم الضويني ";"154";"17/03/2026 12:00:00 ص";"17/03/2026 11:53:36 م";;"محل 1";"المخزن ";"سلك ترمو 1 مم الشرق";"لفه";"1.0000";"350.0000";"350.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"155";"18/03/2026 12:00:00 ص";"18/03/2026 01:35:29 ص";;"محل 1";"المخزن ";"اسبوت مدور اسود سيلفيا";"ك";"100.0000";"12.5000";"1250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"ابليك s043 اسود(سوسته) هوم لايت";"ك";"5.0000";"280.0000";"1400.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"محل 2";"المخزن ";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"17.0000";"23.5000";"399.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"2.0000";"125.0000";"250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1 حركه) سلك 3 م kr";"ك";"202.0000";"105.0000";"21210.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل وسط جديد";"ك";"50.0000";"63.5000";"3175.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"60.0000";"40.0000";"2400.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"عود دكت 1.5*1.5 سم";"ك";"6.0000";"11.0000";"66.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"خرطوم  سوسته 13مم كبير ابو العز";"لفه";"2.0000";"41.4000";"82.8000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"ابليك (8) (A-8) اسود";"ك";"1.0000";"245.0000";"245.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"ابليك ( a-4) (حلزوني كبير) اسود";"ك";"2.0000";"280.0000";"560.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"ابليك (حرف L ) (A-37) اسود";"ك";"2.0000";"245.0000";"490.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"ابليك (113) (عصفوره) متحرك";"ك";"2.0000";"170.0000";"340.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل اسود وسط جديد";"ك";"1.0000";"70.0000";"70.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"156";"18/03/2026 12:00:00 ص";"18/03/2026 01:39:55 ص";;"المخزن ";"محل 2";"بروفايل 1.7 سم خارج وسط جديد";"ك";"50.0000";"63.5000";"3175.0000000000000"
